country_code,country_name,geo_type,destination,link
JP,Japan,province_state,Okinawa Prefecture,https://luxuryescapes.com/search?destinationName=Okinawa+Prefecture&destinationId=le_39b177106c828fd87c890045dd284458&adults=2&children=none&pages=2
AU,Australia,city,Fraser Island,https://luxuryescapes.com/search?destinationName=Fraser+Island&destinationId=le_7c765e60c6333f148ed2b70b3c09e6f2&adults=2&children=none&pages=2
IN,India,province_state,Jammu and Kashmir,https://luxuryescapes.com/search?destinationName=Jammu+and+Kashmir&destinationId=le_9c9a551feb92cadb5b82bc6dbc7b8a23&adults=2&children=none&pages=2
FR,France,multi_city_vicinity,Lyon,https://luxuryescapes.com/search?destinationName=Lyon&destinationId=le_126120479babd286ca506ecebdf3a2d5&adults=2&children=none&pages=2
FR,France,multi_city_vicinity,Marseille,https://luxuryescapes.com/search?destinationName=Marseille&destinationId=le_7573cdfdc33dd148ed0c12d7c316460a&adults=2&children=none&pages=2
AU,Australia,neighborhood,Parramatta,https://luxuryescapes.com/search?destinationName=Parramatta&destinationId=le_1301962d8b7bd03fffaa27119aa7fc2b&adults=2&children=none&pages=2
JP,Japan,province_state,Tokyo Prefecture,https://luxuryescapes.com/search?destinationName=Tokyo+Prefecture&destinationId=le_2cd3704bc1e19980ff6bf39ef431e12d&adults=2&children=none&pages=2
SA,Saudi Arabia,city,Mecca,https://luxuryescapes.com/search?destinationName=Mecca&destinationId=le_8f69513cbfbf3e1aa861076e1f04b206&adults=2&children=none&pages=2
AE,United Arab Emirates,province_state,Ras Al Khaimah,https://luxuryescapes.com/search?destinationName=Ras+Al+Khaimah&destinationId=le_8813443f3d9befd49249b9ee41ede56d&adults=2&children=none&pages=2
AU,Australia,neighborhood,Katoomba,https://luxuryescapes.com/search?destinationName=Katoomba&destinationId=le_5d50d22735a7469266aab23fd8aeb536&adults=2&children=none&pages=2
IT,Italy,city,Palermo,https://luxuryescapes.com/search?destinationName=Palermo&destinationId=le_4ea6a546c19499318091a9df40a13181&adults=2&children=none&pages=2
FR,France,province_state,Provence - Alpes - Cote d'Azur,https://luxuryescapes.com/search?destinationName=Provence+-+Alpes+-+Cote+d'Azur&destinationId=le_92def1fbc07bc5fd23c0c0ae20048b88&adults=2&children=none&pages=2
IN,India,multi_city_vicinity,Delhi,https://luxuryescapes.com/search?destinationName=Delhi&destinationId=le_b7b449cbb985fa7f65b1a372265c1e7e&adults=2&children=none&pages=2
AU,Australia,neighborhood,Coolum Beach,https://luxuryescapes.com/search?destinationName=Coolum+Beach&destinationId=le_091bc5440296cc0e41dd60ce22fbaf88&adults=2&children=none&pages=2
TH,Thailand,city,Ko Phi Phi,https://luxuryescapes.com/search?destinationName=Ko+Phi+Phi&destinationId=le_44012e792781772d8795acf27fabed2f&adults=2&children=none&pages=2
ID,Indonesia,city,Candi Dasa,https://luxuryescapes.com/search?destinationName=Candi+Dasa&destinationId=le_7f279a6c92116f32e9159d797205fb63&adults=2&children=none&pages=2
AU,Australia,neighborhood,Docklands,https://luxuryescapes.com/search?destinationName=Docklands&destinationId=le_741dabd2314255432d480f44acb1a55e&adults=2&children=none&pages=2
AU,Australia,city,Healesville,https://luxuryescapes.com/search?destinationName=Healesville&destinationId=le_3014c0b05519f41029625d48954874ce&adults=2&children=none&pages=2
AU,Australia,neighborhood,Melbourne Airport,https://luxuryescapes.com/search?destinationName=Melbourne+Airport&destinationId=le_b925d57b5ccdf1b1776d6fa455b538ef&adults=2&children=none&pages=2
AU,Australia,city,Kangaroo Valley,https://luxuryescapes.com/search?destinationName=Kangaroo+Valley&destinationId=le_c256df8aa62d7d94ff1a7c4ecf70245f&adults=2&children=none&pages=2
AU,Australia,city,Lakes Entrance,https://luxuryescapes.com/search?destinationName=Lakes+Entrance&destinationId=le_b3f445b0ff5a783ec652cdf8e669a9bf&adults=2&children=none&pages=2
IT,Italy,city,Portofino,https://luxuryescapes.com/search?destinationName=Portofino&destinationId=le_f569c3d708a7558b3049d2896d2b6ce1&adults=2&children=none&pages=2
US,United States,multi_city_vicinity,Houston,https://luxuryescapes.com/search?destinationName=Houston&destinationId=le_c5dc678dff914933111899648a671433&adults=2&children=none&pages=2
AU,Australia,neighborhood,Burswood,https://luxuryescapes.com/search?destinationName=Burswood&destinationId=le_86ce7e833156b7398458e89ac8e3b33d&adults=2&children=none&pages=2
